,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,service,tunnel,area
1203,241900903,240417039,0,537045055,True,,Thomson Road,primary,60,18.09,"LINESTRING (103.8375087 1.3392077, 103.8375815 1.3390622)",,,,,,,
1204,241900904,6115974413,0,537045052,True,3,Thomson Road,primary,60,31.224,"LINESTRING (103.8369434 1.3402274, 103.8370845 1.3399846)",,,,,,,
1205,241900908,4732355968,0,480229842,True,4,Thomson Road,primary,60,15.609,"LINESTRING (103.8372336 1.3370594, 103.837229 1.3371997)",,,,,,,
1206,241900909,6907410655,0,318742776,True,,Thomson Road,service,,7.135,"LINESTRING (103.8357113 1.3418314, 103.8357421 1.3418877)",,,no,,,,
1207,241900925,1717703546,0,175052992,True,3,Thomson Road,primary,60,9.488,"LINESTRING (103.8392559 1.3303772, 103.8391979 1.3304398)",,,,,,,
1208,241900926,241900934,0,480228903,True,3,Thomson Road,primary,60,173.714,"LINESTRING (103.8387891 1.3313544, 103.8382791 1.3328311)",,,,,,,
1209,241900928,1717654064,0,637083489,True,4,Thomson Road,primary,60,8.611,"LINESTRING (103.8372249 1.3344352, 103.8371852 1.3345017)",,,,,,,
1210,241900931,1717654122,0,736602172,True,4,Thomson Road,primary,60,75.416,"LINESTRING (103.8363463 1.3407482, 103.8359824 1.3413206)",,,,,,,
1211,241900934,4855594454,0,480228903,True,3,Thomson Road,primary,60,51.28,"LINESTRING (103.8382791 1.3328311, 103.8381024 1.3332571)",,,,,,,
1212,241900937,439978133,0,656731802,True,3,Thomson Road,primary,60,39.089,"LINESTRING (103.836765 1.3401357, 103.8365628 1.3404233)",,,,,,,
1213,241900939,2641636595,0,173767938,True,1,Whitley Road,primary,70,12.05,"LINESTRING (103.8413308 1.3271134, 103.8412446 1.3270477)",,,,,,,
1214,241900940,1717654069,0,655505047,True,3,Thomson Road,primary,60,16.614,"LINESTRING (103.8370666 1.3348144, 103.8370353 1.3349605)",,,,,,,
1215,241900942,1717654109,0,480229840,True,3,Thomson Road,primary,60,59.955,"LINESTRING (103.8370803 1.3358968, 103.8371693 1.3364286)",,,,,,,
1216,241900943,1717654088,0,632896281,True,3,Thomson Road,primary,60,15.099,"LINESTRING (103.8369955 1.3353639, 103.8370081 1.3354991)",,,,,,,
1217,241900949,1794650236,0,74703841,True,2,Thomson Road,primary,60,27.134,"LINESTRING (103.8372204 1.338469, 103.8371906 1.3387112)",,,,,,,
1218,241900950,3205506529,0,632920183,True,3,Thomson Road,primary,60,36.643,"LINESTRING (103.8389748 1.3308202, 103.838869 1.3311323)",,,,,,,
1219,241900951,1538134004,0,480228903,True,3,Thomson Road,primary,60,26.951,"LINESTRING (103.8376179 1.3339744, 103.8374587 1.3341572)",,,,,,,
1220,241900994,241900951,0,480228903,True,3,Thomson Road,primary,60,65.142,"LINESTRING (103.8379919 1.3335234, 103.8376179 1.3339744)",,,,,,,
1221,241900995,1794650245,0,632907970,True,2,Thomson Road,primary,60,22.007,"LINESTRING (103.8371702 1.3392529, 103.8371242 1.3394454)",,,,,,,
1222,241916816,5218666528,0,746695908,True,5,Bukit Timah Road,trunk,60,31.543,"LINESTRING (103.8447303 1.3103388, 103.8444594 1.3104232)",,,,,,,
1223,241916833,6045606772,0,480530757,True,5,Bukit Timah Road,trunk,60,39.555,"LINESTRING (103.8450968 1.3101829, 103.844771 1.3103259)",,,,,,,
1224,241916895,1790582699,0,480529208,True,4,Bukit Timah Road,trunk,60,25.065,"LINESTRING (103.8456832 1.3097853, 103.8455115 1.3099314)",,,,,,,
1225,241916947,1538250915,0,736766315,True,3,Bukit Timah Road,trunk,60,34.027,"LINESTRING (103.846683 1.3083981, 103.8465338 1.3086653)",,,,,,,
1226,241926138,241926152,0,22568123,True,3,Ulu Pandan Road,primary,70,50.44,"LINESTRING (103.7808107 1.320571, 103.7803961 1.3207553)",,,,,,,
1227,241926152,5250844174,0,631925655,True,3,Ulu Pandan Road,primary,70,17.083,"LINESTRING (103.7803961 1.3207553, 103.7802538 1.3208133)",,,,,,,
1228,241926154,4751067454,0,482265067,True,3,Ulu Pandan Road,primary,70,14.441,"LINESTRING (103.779653 1.3209274, 103.7795233 1.3209347)",,,,,,,
1229,241926156,4600007567,0,482265066,True,3,Ulu Pandan Road,primary,70,17.542,"LINESTRING (103.7790506 1.3209128, 103.7788952 1.3208854)",,,,,,,
1230,241926182,3728790858,0,654999504,True,4,Ulu Pandan Road,primary,70,31.009,"LINESTRING (103.7778638 1.3207114, 103.7775875 1.3206731)",,,,,,,
1231,241926191,1599358588,0,75004340,True,3,Ulu Pandan Road,primary,70,38.222,"LINESTRING (103.776049 1.3206821, 103.7757053 1.3206914)",,,,,,,
1232,241926194,241926198,0,75004340,True,3,Ulu Pandan Road,primary,70,68.943,"LINESTRING (103.7754256 1.3206317, 103.7748452 1.3204132)",,,,,,,
1233,241926198,241926203,0,75004340,True,3,Ulu Pandan Road,primary,70,87.354,"LINESTRING (103.7748452 1.3204132, 103.7741641 1.3200214)",,,,,,,
1234,241926203,4751037749,0,75004340,True,3,Ulu Pandan Road,primary,70,20.869,"LINESTRING (103.7741641 1.3200214, 103.7739881 1.3199561)",,,,,,,
1235,241926211,6927201378,0,482261273,True,3,Ulu Pandan Road,primary,70,8.322,"LINESTRING (103.7726675 1.3193871, 103.772599 1.3193569)",,,,,,,
1236,241926216,4751045566,0,482262399,True,3,Ulu Pandan Road,primary,70,15.575,"LINESTRING (103.7722848 1.3192323, 103.7721497 1.3191952)",,,,,,,
1237,241926223,241926371,0,104956826,True,,Clementi Road,primary,,12.619,"LINESTRING (103.7711122 1.3190212, 103.7710835 1.319131)",,,,,,,
1238,241926235,3741131290,0,482265944,True,3,Ulu Pandan Road,primary,70,61.994,"LINESTRING (103.7806025 1.3208127, 103.7811083 1.3205779)",,,,,,,
1239,241926239,2617124413,0,734537241,True,3,Ulu Pandan Road,primary,70,32.852,"LINESTRING (103.7780742 1.3209317, 103.778368 1.3209636)",,,,,,,
1240,241926260,6927201374,0,482262408,True,3,Ulu Pandan Road,primary,70,24.436,"LINESTRING (103.7722112 1.3193308, 103.7724137 1.3194163)",,,,,,,
1241,241926311,4751070317,0,482261280,True,3,Ulu Pandan Road,primary,70,23.863,"LINESTRING (103.7759682 1.3208145, 103.7761828 1.3208092)",,,,,,,
1242,241926315,241926369,0,482261280,True,3,Ulu Pandan Road,primary,70,65.165,"LINESTRING (103.7748118 1.3205117, 103.775346 1.320753)",,,,,,,
1243,241926321,4855267280,0,482262408,True,3,Ulu Pandan Road,primary,70,24.883,"LINESTRING (103.773561 1.3199244, 103.7737705 1.3200032)",,,,,,,
1244,241926325,5953020123,0,630435129,True,3,Ulu Pandan Road,primary,70,34.611,"LINESTRING (103.7771052 1.3208392, 103.7774158 1.3208608)",,,,,,,
1245,241926342,5137972552,0,482265069,True,3,Ulu Pandan Road,primary,70,32.738,"LINESTRING (103.7796948 1.3210472, 103.7799863 1.3210053)",,,,,,,
1246,241926354,4751067453,0,631941519,True,3,Ulu Pandan Road,primary,70,40.289,"LINESTRING (103.779037 1.3210421, 103.7793989 1.3210615)",,,,,,,
1247,241926356,5137978697,0,445283009,True,3,Ulu Pandan Road,primary,70,15.62,"LINESTRING (103.7712423 1.3191698, 103.7713804 1.3191957)",,,,,,,
1248,241926362,4602472346,0,482262408,True,3,Ulu Pandan Road,primary,70,16.924,"LINESTRING (103.7726399 1.3195119, 103.7727765 1.3195791)",,,,,,,
1249,241926366,5250844173,0,482265069,True,3,Ulu Pandan Road,primary,70,22.663,"LINESTRING (103.7802773 1.320933, 103.7804697 1.3208656)",,,,,,,
1250,241926369,1599358591,0,482261280,True,3,Ulu Pandan Road,primary,70,37.147,"LINESTRING (103.775346 1.320753, 103.7756748 1.3208126)",,,,,,,
1251,241926371,241926356,0,22568124,True,,Ulu Pandan Road,primary,70,18.173,"LINESTRING (103.7710835 1.319131, 103.7712423 1.3191698)",,,,,,,
1252,241926379,241926315,0,482261280,True,3,Ulu Pandan Road,primary,70,85.637,"LINESTRING (103.774126 1.3201609, 103.7748118 1.3205117)",,,,,,,
1253,242416021,1820138104,0,175959506,True,2,Pasir Ris Drive 1,primary,60,9.997,"LINESTRING (103.935611 1.378915, 103.9355349 1.3789629)",,,,,,,
1254,242416069,4650629293,0,528901624,False,,Pasir Ris Street 71,residential,50,11.984,"LINESTRING (103.9403331 1.3733385, 103.9402264 1.3733539)",,,,,,,
1255,242576180,3895267427,0,74481736,True,3,Simei Avenue,primary,70,10.894,"LINESTRING (103.9547087 1.3324012, 103.9546295 1.3324589)",,,,,,,
1256,242576232,242577672,0,22650830,True,,Simei Avenue,primary,70,20.403,"LINESTRING (103.9548093 1.3324819, 103.9549668 1.3323877)",,,,,,,
1257,242577672,3895267423,0,22617435,True,3,Xilin Avenue,primary,70,7.718,"LINESTRING (103.9549668 1.3323877, 103.9550264 1.3323521)",,,,,,,
1258,242577687,242576180,0,22650828,True,,Simei Avenue,primary,70,20.96,"LINESTRING (103.9548684 1.332301, 103.9547087 1.3324012)",,,,,,,
1259,242590435,5015698916,0,537636427,True,3,Loyang Avenue,primary,70,13.074,"LINESTRING (103.9750486 1.3739351, 103.9749661 1.3738513)",,,,,,,
1260,242590452,5015698917,0,537636426,True,4,Loyang Avenue,primary,70,13.231,"LINESTRING (103.9748538 1.3739671, 103.9749409 1.3740482)",,,,,,,
1261,242596952,4673706742,0,161591567,True,,Loyang Avenue,primary,70,6.604,"LINESTRING (103.9611106 1.3602828, 103.9611525 1.3603249)",,,,,,,
1262,242597000,206089765,0,173180853,True,3,Pasir Ris Drive 3,primary,60,14.825,"LINESTRING (103.9666237 1.3656567, 103.9665203 1.3657409)",,,,,,,
1263,242597002,4036259124,0,638689324,True,4,Loyang Avenue,primary,70,99.564,"LINESTRING (103.9711648 1.3702365, 103.9705416 1.3695934)",,,,,,,
1264,242601241,5985260359,0,22617159,True,2,Loyang Avenue,primary,70,43.347,"LINESTRING (103.9757529 1.3746961, 103.9754912 1.3744071)",,,,,,,
1265,242601273,242601241,0,713263960,True,2,Loyang Avenue,primary,70,287.218,"LINESTRING (103.9775317 1.3765695, 103.9757529 1.3746961)",,,,,,,
1266,242601283,5152743786,0,632265381,True,2,Loyang Avenue,primary,70,19.685,"LINESTRING (103.9785659 1.3781725, 103.9785212 1.3780012)",,,,,,,
1267,242601297,5152743784,0,632265379,True,2,Loyang Avenue,primary,70,51.462,"LINESTRING (103.9786335 1.3791942, 103.9786474 1.3787316)",,,,,,,
1268,242601316,2970786431,0,74574408,True,2,Loyang Avenue,primary,70,289.081,"LINESTRING (103.9784518 1.3823381, 103.9786157 1.3797435)",,,,,,,
1269,242601324,242601316,0,74574408,True,2,Loyang Avenue,primary,70,197.612,"LINESTRING (103.9783509 1.3841124, 103.9784518 1.3823381)",,,,,,,
1270,242601366,4613023138,0,74574408,True,2,Loyang Avenue,primary,70,21.122,"LINESTRING (103.9784223 1.3850653, 103.9783792 1.3848803)",,,,,,,
1271,242601376,4613023139,0,74574408,True,2,Loyang Avenue,primary,70,38.647,"LINESTRING (103.9786555 1.3856776, 103.9785161 1.3853592)",,,,,,,
1272,242601387,4488326653,0,74574408,True,2,Loyang Avenue,primary,70,37.014,"LINESTRING (103.9790441 1.3862435, 103.9788363 1.3859834)",,,,,,,
1273,242601495,4613023140,0,74574408,True,2,Loyang Avenue,primary,70,35.787,"LINESTRING (103.979562 1.3866945, 103.9793034 1.3865028)",,,,,,,
1274,242601517,2970867606,0,22617051,True,2,Loyang Avenue,primary,70,72.579,"LINESTRING (103.9815831 1.3876366, 103.9809705 1.3874108)",,,,,,,
1275,242601565,5157872597,0,22617051,True,2,Loyang Avenue,primary,70,13.288,"LINESTRING (103.9824719 1.3878512, 103.9823527 1.3878422)",,,,,,,
1276,242601626,3982746907,0,539002934,True,2,Loyang Avenue,primary,70,64.65,"LINESTRING (103.9834559 1.3878102, 103.9828754 1.3878457)",,,,,,,
1277,242601724,4613051769,0,655630669,True,2,Loyang Avenue,primary,70,34.558,"LINESTRING (103.9872927 1.3874445, 103.9869824 1.3874634)",,,,,,,
1278,242614756,6748928573,0,471281445,True,2,Changi Village Road,residential,50,18.679,"LINESTRING (103.9872392 1.3885034, 103.9872104 1.3886689)",,,,,,,
1279,242624752,4654454716,0,632154842,True,2,Telok Paku Road,primary,50,75.333,"LINESTRING (103.9880756 1.3875008, 103.9874 1.3874477)",,,,,,,
1280,242624768,242624752,0,633805410,True,2,Telok Paku Road,primary,50,43.805,"LINESTRING (103.9884553 1.3876062, 103.9880756 1.3875008)",,,,,,,
1281,242624787,5280479122,0,633808401,True,2,Telok Paku Road,primary,50,5.9,"LINESTRING (103.989243 1.3880872, 103.9891995 1.3880568)",,,,,,,
1282,242624799,242624787,0,22981700,True,2,Telok Paku Road,primary,50,36.594,"LINESTRING (103.9894897 1.3883051, 103.989243 1.3880872)",,,,,,,
1283,242624875,5157556406,0,22981700,True,2,Telok Paku Road,primary,50,15.113,"LINESTRING (103.9898761 1.3888435, 103.9898106 1.3887244)",,,,,,,
1284,242624900,5157556405,0,22981700,True,2,Telok Paku Road,primary,50,60.501,"LINESTRING (103.9900904 1.3894986, 103.9899267 1.3889797)",,,,,,,
1285,242624953,5157556417,0,174717953,True,2,Telok Paku Road,primary,50,17.859,"LINESTRING (103.9908709 1.3905164, 103.9907303 1.3904387)",,yes,,,,,
1286,242625079,5157556414,0,471353380,True,3,Nicoll Drive,primary,50,30.301,"LINESTRING (103.9921147 1.3904756, 103.991868 1.3905915)",,,,,,,
1287,242625122,1853832760,0,174717951,True,2,Nicoll Drive,primary,50,39.347,"LINESTRING (103.9927736 1.3901514, 103.9924532 1.3903018)",,,,,,,
1288,242625165,1853832745,0,174717951,True,2,Nicoll Drive,primary,50,44.527,"LINESTRING (103.9935027 1.3899251, 103.9931141 1.3900222)",,,,,,,
1289,242625181,1794944161,0,633809075,True,2,Nicoll Drive,primary,50,92.733,"LINESTRING (103.9962164 1.3896455, 103.9953871 1.3897359)",,,,,,,
1290,242625189,242625181,0,633809076,True,2,Nicoll Drive,primary,50,104.835,"LINESTRING (103.9971542 1.3895459, 103.9962164 1.3896455)",,,,,,,
1291,242625196,1794944137,0,633809076,True,2,Nicoll Drive,primary,50,21.378,"LINESTRING (103.997796 1.3893266, 103.9976236 1.3894118)",,,,,,,
1292,242625205,4655125348,0,631919765,True,2,Nicoll Drive,primary,50,21.015,"LINESTRING (103.9982005 1.3890617, 103.9980504 1.3891766)",,,,,,,
1293,242625216,5157568325,0,634200334,True,2,Nicoll Drive,primary,50,24.668,"LINESTRING (103.9986313 1.3885539, 103.9984998 1.3887326)",,,,,,,
1294,242625226,3044762208,0,634200332,True,2,Nicoll Drive,primary,50,50.815,"LINESTRING (103.999067 1.3878848, 103.998811 1.3882634)",,,,,,,
1295,242625235,4655143689,0,631930875,True,2,Nicoll Drive,primary,50,41.767,"LINESTRING (103.9999977 1.3863711, 103.9997982 1.3866894)",,,,,,,
1296,242650793,5172050023,0,223870421,True,3,Xilin Avenue,primary,70,36.876,"LINESTRING (103.955407 1.3320911, 103.9556923 1.3319219)",,,,,,,
1297,242650809,2562721684,0,85650316,True,3,Xilin Avenue,primary,70,79.267,"LINESTRING (103.9565787 1.3315553, 103.9572614 1.3313495)",,,,,,,
1298,242650827,4678701453,0,85650316,True,3,Xilin Avenue,primary,70,74.861,"LINESTRING (103.9578008 1.331192, 103.9584449 1.3309955)",,,,,,,
1299,242650912,242652037,0,539409681,True,2,Changi South Avenue 1,tertiary,60,16.496,"LINESTRING (103.9593754 1.3307204, 103.9593302 1.3305791)",,,,,,,
1300,242651780,2562721691,0,471636622,True,3,Xilin Avenue,primary,70,48.044,"LINESTRING (103.9568227 1.3313547, 103.9564097 1.331482)",,,,,,,
1301,242652001,242651780,0,471636622,True,3,Xilin Avenue,primary,70,113.899,"LINESTRING (103.957802 1.3310535, 103.9568227 1.3313547)",,,,,,,
1302,242652037,2327164331,0,223860478,True,5,Xilin Avenue,primary,70,8.249,"LINESTRING (103.9593302 1.3305791, 103.9592594 1.3306013)",,,,,,,
1303,242652268,3895267422,0,223870422,True,4,Xilin Avenue,primary,70,34.529,"LINESTRING (103.9551342 1.3320513, 103.9549134 1.3322697)",,,,,,,
1304,242931400,242931534,0,536925684,True,3,Ang Mo Kio Avenue 8,primary,60,151.716,"LINESTRING (103.8512236 1.3662938, 103.8505693 1.3674912)",,,,,,,
1305,242931402,6139258479,0,655227868,True,3,Ang Mo Kio Avenue 8,primary,60,24.779,"LINESTRING (103.8517932 1.3652843, 103.8516864 1.3654799)",,,,,,,
1306,242931403,5625452685,0,633232049,True,3,Ang Mo Kio Avenue 8,primary,60,48.682,"LINESTRING (103.8525571 1.3639572, 103.8523552 1.3643457)",,,,,,,
1307,242931409,5625452684,0,633232049,True,3,Ang Mo Kio Avenue 8,primary,60,30.121,"LINESTRING (103.8527498 1.3634595, 103.8526595 1.3637149)",,,,,,,
1308,242931411,2085880199,0,639562029,True,3,Ang Mo Kio Avenue 8,primary,60,35.314,"LINESTRING (103.852879 1.3627838, 103.8528418 1.3630992)",,,,,,,
1309,242931417,5625452681,0,22650763,True,3,Ang Mo Kio Avenue 8,primary,60,19.363,"LINESTRING (103.8528628 1.3620511, 103.8528808 1.3622243)",,,,,,,
1310,242931419,5717391083,0,633149548,True,4,Ang Mo Kio Avenue 8,primary,60,24.622,"LINESTRING (103.8526583 1.3612827, 103.8527258 1.3614936)",,,,,,,
1311,242931421,242931423,0,174402280,True,,Ang Mo Kio Avenue 1,primary,70,16.033,"LINESTRING (103.8522839 1.3604528, 103.8523961 1.3603622)",,,,,,,
1312,242931421,5698190427,0,633219124,True,3,Ang Mo Kio Avenue 8,primary,60,7.014,"LINESTRING (103.8522839 1.3604528, 103.8523094 1.3605105)",,,,,,,
1313,242931423,243423424,0,22694298,True,,Ang Mo Kio Avenue 8,primary,60,16.846,"LINESTRING (103.8523961 1.3603622, 103.8523252 1.3602283)",,,,,,,
1314,242931423,5698221565,0,617971445,True,4,Ang Mo Kio Avenue 1,primary,70,6.624,"LINESTRING (103.8523961 1.3603622, 103.8524435 1.3603261)",,,,,,,
1315,242931425,5499297880,0,634039716,True,3,Ang Mo Kio Avenue 8,primary,60,25.95,"LINESTRING (103.8528642 1.36347, 103.852929 1.3632458)",,,,,,,
1316,242931427,4599034797,0,538440081,True,3,Ang Mo Kio Avenue 8,primary,60,16.945,"LINESTRING (103.8513202 1.3663571, 103.8513937 1.3662236)",,,,,,,
1317,242931433,242931427,0,634048426,True,3,Ang Mo Kio Avenue 8,primary,60,91.023,"LINESTRING (103.8509349 1.3670794, 103.8513202 1.3663571)",,,,,,,
1318,242931435,5625452693,0,652293278,True,3,Ang Mo Kio Avenue 8,primary,60,17.116,"LINESTRING (103.8527152 1.3638653, 103.8527751 1.3637235)",,,,,,,
1319,242931436,4599034818,0,538440082,True,3,Ang Mo Kio Avenue 8,primary,60,12.936,"LINESTRING (103.8519014 1.3653317, 103.8519607 1.3652316)",,,,,,,
1320,242931438,229064735,0,174049656,True,4,Ang Mo Kio Avenue 3,primary,60,14.195,"LINESTRING (103.8498257 1.3689692, 103.8497029 1.3689342)",,,,,,,
1321,242931438,5950909263,0,630171311,True,3,Ang Mo Kio Avenue 8,primary,60,7.97,"LINESTRING (103.8498257 1.3689692, 103.8498681 1.3689114)",,,,,,,
1322,242931442,4591909311,0,634039715,True,3,Ang Mo Kio Avenue 8,primary,60,38.153,"LINESTRING (103.8529926 1.3627843, 103.8530074 1.3624415)",,,,,,,
1323,242931444,5625452678,0,634039715,True,3,Ang Mo Kio Avenue 8,primary,60,20.469,"LINESTRING (103.8529935 1.3620279, 103.8529605 1.3618468)",,,,,,,
1324,242931534,6722200562,0,536925684,True,3,Ang Mo Kio Avenue 8,primary,60,81.62,"LINESTRING (103.8505693 1.3674912, 103.8501991 1.3681251)",,,,,,,
1325,242932844,2327243434,0,74481736,True,3,Simei Avenue,primary,70,17.728,"LINESTRING (103.9544874 1.3325668, 103.9543699 1.3326746)",,,,,,,
1326,242932846,6183178275,0,223870417,True,3,Simei Avenue,primary,70,31.365,"LINESTRING (103.9540676 1.3330207, 103.9538799 1.3332313)",,,,,,,
1327,242932860,1818835325,0,660416096,True,3,Simei Avenue,primary,70,19.897,"LINESTRING (103.9530225 1.3342315, 103.9529063 1.3343676)",,,,,,,
1328,242932942,6279987978,0,670623107,True,3,Simei Avenue,primary,70,32.019,"LINESTRING (103.9465478 1.3418541, 103.9463711 1.3420815)",,,,,,,
1329,242932944,395216840,0,74481734,True,3,Simei Avenue,primary,70,128.319,"LINESTRING (103.9459347 1.3426428, 103.9451908 1.3435252)",,,,,,,
1330,242932946,1819977299,0,471641546,True,4,Simei Avenue,primary,70,139.643,"LINESTRING (103.9448013 1.3439539, 103.9440015 1.3449223)",,,,,,,
1331,242932949,3895267426,0,586150280,True,5,Simei Avenue,primary,70,37.896,"LINESTRING (103.9544853 1.332769, 103.9547353 1.3325373)",,,,,,,
1332,242933179,6183178278,0,660416278,True,3,Simei Avenue,primary,70,55.099,"LINESTRING (103.9535694 1.3337855, 103.9538907 1.3334082)",,,,,,,
1333,242933208,2327243472,0,471641535,True,4,Simei Avenue,primary,70,15.805,"LINESTRING (103.9542051 1.3330519, 103.9543019 1.3329478)",,,,,,,
1334,242933217,395217370,0,74481739,True,3,Simei Avenue,primary,70,148.099,"LINESTRING (103.9465521 1.3420968, 103.9474058 1.3410743)",,yes,,,,,
1335,242933222,242933225,0,174049709,True,3,Simei Avenue,primary,70,253.226,"LINESTRING (103.944955 1.3440535, 103.9463952 1.3422891)",,,,,,,
1336,242933225,242933217,0,661353021,True,3,Simei Avenue,primary,70,27.594,"LINESTRING (103.9463952 1.3422891, 103.9465521 1.3420968)",,,,,,,
1337,242934110,5928057413,0,74982121,True,,Hougang Avenue 5,tertiary,40,6.126,"LINESTRING (103.8971459 1.3663707, 103.8971079 1.3664106)",,,,,,,
1338,242934114,386574733,0,74687505,True,,Upper Serangoon Road,primary,60,12.945,"LINESTRING (103.8945477 1.369269, 103.8946277 1.3693536)",,,,,,,
1339,242934114,4593678031,0,464307236,True,2,Hougang Central,residential,50,23.664,"LINESTRING (103.8945477 1.369269, 103.8944423 1.3694539)",,,,,,,
1340,242934115,6806950217,0,630470243,True,2,Hougang Central,residential,50,19.032,"LINESTRING (103.894243 1.3697197, 103.8941431 1.3698587)",,,,,,,
1341,242934116,4593678029,0,630470243,True,2,Hougang Central,residential,50,6.858,"LINESTRING (103.8940398 1.3700504, 103.8940314 1.3701115)",,,,,,,
1342,242934117,4593678028,0,22650974,True,2,Hougang Central,residential,50,13.395,"LINESTRING (103.8940184 1.3704298, 103.8939835 1.3705451)",,,,,,,
1343,242934118,5953238972,0,22650974,True,2,Hougang Central,residential,50,32.398,"LINESTRING (103.8938963 1.3706578, 103.8936733 1.3708454)",,,,,,,
1344,242934119,4593678027,0,630470244,True,2,Hougang Central,residential,50,15.231,"LINESTRING (103.8932667 1.3712026, 103.8931472 1.3712696)",,,,,,,
1345,242934123,6195930241,0,630491562,True,3,Hougang Central,residential,50,59.009,"LINESTRING (103.8930199 1.3712817, 103.8924891 1.3712872)",,,,,,,
1346,242934156,6195930247,0,74548998,True,2,Hougang Central,residential,50,9.351,"LINESTRING (103.8920192 1.3712893, 103.8919365 1.3712739)",,,,,,,
1347,242934156,386573917,0,349537828,True,,Hougang Central Interchange,service,,10.679,"LINESTRING (103.8920192 1.3712893, 103.8920243 1.3713852)",,,no,,,,
1348,242934157,1855321472,0,74548998,True,2,Hougang Central,residential,50,19.368,"LINESTRING (103.8918569 1.371259, 103.8916904 1.3712077)",,,,,,,
1349,242934161,242934162,0,74548998,True,2,Hougang Central,residential,50,41.402,"LINESTRING (103.8915096 1.3711138, 103.8912092 1.3708937)",,,,,,,
1350,242934162,386573931,0,174886163,True,,Hougang Central,residential,50,7.873,"LINESTRING (103.8912092 1.3708937, 103.8911606 1.3708422)",,,,,,,
1351,242934285,5015085362,0,537062190,True,,Upper Serangoon Road,primary,60,10.275,"LINESTRING (103.8921781 1.3668968, 103.8922437 1.3669619)",,,,,,,
1352,242934343,4593677639,0,632025233,True,3,Hougang Avenue 10,secondary,50,33.407,"LINESTRING (103.8889703 1.3705107, 103.8888053 1.3702596)",,,,,,,
1353,242934349,401507540,0,476407919,True,2,Hougang Avenue 4,secondary,50,8.96,"LINESTRING (103.8851542 1.3725755, 103.8850952 1.3726304)",,,,,,,
1354,242934350,401507539,0,476407919,True,2,Hougang Avenue 4,secondary,50,12.438,"LINESTRING (103.8850282 1.3727444, 103.8850014 1.372853)",,,,,,,
1355,242934352,3995091460,0,476407919,True,2,Hougang Avenue 4,secondary,50,36.764,"LINESTRING (103.8850054 1.3729911, 103.8850617 1.3733169)",,,,,,,
1356,242934353,3995091457,0,476407919,True,2,Hougang Avenue 4,secondary,50,8.406,"LINESTRING (103.8851972 1.3739464, 103.8852106 1.3740208)",,,,,,,
1357,242934354,401507729,0,476409688,True,3,Hougang Avenue 4,secondary,50,15.854,"LINESTRING (103.8852354 1.3743977, 103.8851791 1.3745287)",,,,,,,
1358,242934356,1854312496,0,411932056,True,2,Hougang Avenue 4,secondary,50,25.595,"LINESTRING (103.884661 1.375281, 103.884602 1.3755035)",,,,,,,
1359,242934358,4701853090,0,633590571,True,2,Hougang Avenue 4,secondary,40,22.365,"LINESTRING (103.8845351 1.3772185, 103.8845236 1.3774193)",,,,,,,
1360,242934359,242934360,0,174886161,True,,Hougang Avenue 4,secondary,40,15.357,"LINESTRING (103.8844853 1.3792424, 103.8844799 1.3793804)",,,,,,,
1361,242934359,5015085574,0,512918179,True,3,Buangkok Green,primary,60,31.243,"LINESTRING (103.8844853 1.3792424, 103.8842044 1.3792331)",,,,,,,
1362,242934360,401505758,0,174886239,True,,Buangkok Green,primary,60,14.699,"LINESTRING (103.8844799 1.3793804, 103.884612 1.3793863)",,,,,,,
1363,242934362,3106501867,0,475327843,True,3,Hougang Avenue 10,secondary,50,7.874,"LINESTRING (103.8869619 1.3682592, 103.8869432 1.3681909)",,,,,,,
1364,242934363,242934362,0,475327843,True,3,Hougang Avenue 10,secondary,50,36.492,"LINESTRING (103.8870813 1.3685649, 103.8869619 1.3682592)",,,,,,,
1365,242934364,4593677632,0,475326809,True,2,Hougang Avenue 10,secondary,50,21.02,"LINESTRING (103.8872784 1.3688236, 103.8871537 1.3686815)",,,,,,,
1366,242934365,242934364,0,475326809,True,2,Hougang Avenue 10,secondary,50,40.815,"LINESTRING (103.8875688 1.3690482, 103.8872784 1.3688236)",,,,,,,
1367,242934366,3136039984,0,725272422,True,2,Hougang Avenue 10,secondary,50,61.466,"LINESTRING (103.8882796 1.3695832, 103.887841 1.3692466)",,,,,,,
1368,242934367,3480401332,0,175015659,True,2,Hougang Avenue 10,secondary,50,14.222,"LINESTRING (103.889715 1.3714898, 103.889629 1.3713951)",,,,,,,
1369,242934368,386573924,0,74549007,True,2,Hougang Avenue 10,secondary,50,10.273,"LINESTRING (103.890102 1.3719234, 103.8900401 1.3718548)",,,,,,,
1370,242934368,5952854395,0,174886165,True,1,Hougang Central,residential,50,63.782,"LINESTRING (103.890102 1.3719234, 103.8905099 1.37152)",,,,,,,
1371,242934369,4690869935,0,475325983,True,2,Hougang Avenue 10,secondary,50,72.75,"LINESTRING (103.890591 1.3724479, 103.8901449 1.3719692)",,,,,,,
1372,242934370,242934369,0,475325983,True,2,Hougang Avenue 10,secondary,50,58.7,"LINESTRING (103.8909564 1.372829, 103.890591 1.3724479)",,,,,,,
1373,242934381,4593677629,0,475325982,True,2,Hougang Avenue 10,secondary,50,13.671,"LINESTRING (103.8911589 1.3729457, 103.8910476 1.3728934)",,,,,,,
